amounts,Delivery channel1,Delivery channel2,Income Group labels,Number of Records,Continent label,amounts (copy),Category,Commitments,Continent,Cur Commit,Cur Disburse,Disbursements,Donor,Donor Name,Donor Type,Flow Type,Income Group,Recipient,Recipient Type2,Recipient Type,Region,Sub Category,Td Category,Td Type,Year Index
0,02_NGOs and civil society,INTERNATIONAL NGOs,Lower middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.33397504,0.33397504,EU Institutions,EU Institutions,03_Multilateral,Grants,LMICs,Cameroon,Bilateral,01_Bilateral,South of Sahara,Forestry,Building Productive Capacity with TD,Significant objective,2013
0,02_NGOs and civil society,LOCAL/REGIONAL NGOs,Lower middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.156120552,0.156120552,EU Institutions,EU Institutions,03_Multilateral,Grants,LMICs,Cameroon,Bilateral,01_Bilateral,South of Sahara,Forestry,Building Productive Capacity with TD,Significant objective,2013
0,02_NGOs and civil society,LOCAL/REGIONAL NGOs,Lower middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.199349442,0.199349442,EU Institutions,EU Institutions,03_Multilateral,Grants,LMICs,Congo,Bilateral,01_Bilateral,South of Sahara,Forestry,Building Productive Capacity with TD,Significant objective,2013
0,02_NGOs and civil society,LOCAL/REGIONAL NGOs,Lower middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.853770579,0.853770579,EU Institutions,EU Institutions,03_Multilateral,Grants,LMICs,Ghana,Bilateral,01_Bilateral,South of Sahara,Forestry,Building Productive Capacity with TD,Significant objective,2013
0,03_Public-private partnerships and networks,NETWORKS,Lower middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.038050982,0.038050982,EU Institutions,EU Institutions,03_Multilateral,Grants,LMICs,Cameroon,Bilateral,01_Bilateral,South of Sahara,Forestry,Building Productive Capacity with TD,Significant objective,2013
0,04_Multilateral organisations,OTHER MULTILATERAL INSTITUTIONS,Lower middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.078664365,0.078664365,EU Institutions,EU Institutions,03_Multilateral,Grants,LMICs,Cameroon,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,05_Other,OTHER,Lower middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.097809347,0.097809347,EU Institutions,EU Institutions,03_Multilateral,Grants,LMICs,Cameroon,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,05_Other,OTHER,Lower middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.228544875,0.228544875,EU Institutions,EU Institutions,03_Multilateral,Grants,LMICs,Côte d'Ivoire,Bilateral,01_Bilateral,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,05_Other,OTHER,Lower middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.075411577,0.075411577,EU Institutions,EU Institutions,03_Multilateral,Grants,LMICs,Côte d'Ivoire,Bilateral,01_Bilateral,South of Sahara,Industry,Building Productive Capacity with TD,Significant objective,2013
13.276686139,01_Public sector institution,Recipient Government,Upper middle-income countries,1,Africa,Blue,Building Productive Capacity,13.276686139,Africa,13.276686139,0,0,EU Institutions,EU Institutions,03_Multilateral,Grants,UMICS,Algeria,Bilateral,01_Bilateral,North of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,Recipient Government,Upper middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.105762082,0.105762082,EU Institutions,EU Institutions,03_Multilateral,Grants,UMICS,Tunisia,Bilateral,01_Bilateral,North of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,Recipient Government,Upper middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.007474774,0.007474774,EU Institutions,EU Institutions,03_Multilateral,Grants,UMICS,Algeria,Bilateral,01_Bilateral,North of Sahara,Industry,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,Recipient Government,Upper middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.526314392,0.526314392,EU Institutions,EU Institutions,03_Multilateral,Grants,UMICS,Tunisia,Bilateral,01_Bilateral,North of Sahara,Industry,Building Productive Capacity with TD,Significant objective,2013
0,02_NGOs and civil society,LOCAL/REGIONAL NGOs,Upper middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.060754116,0.060754116,EU Institutions,EU Institutions,03_Multilateral,Grants,UMICS,Algeria,Bilateral,01_Bilateral,North of Sahara,Industry,Building Productive Capacity with TD,Significant objective,2013
0,02_NGOs and civil society,NATIONAL NGOs,Upper middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.169437069,0.169437069,EU Institutions,EU Institutions,03_Multilateral,Grants,UMICS,Tunisia,Bilateral,01_Bilateral,North of Sahara,Industry,Building Productive Capacity with TD,Significant objective,2013
0,05_Other,OTHER,Upper middle-income countries,1,Africa,Blue,Building Productive Capacity,0,Africa,0,6.437440255,6.437440255,EU Institutions,EU Institutions,03_Multilateral,Grants,UMICS,Algeria,Bilateral,01_Bilateral,North of Sahara,Industry,Building Productive Capacity with TD,Significant objective,2013
0.19012969,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,0.19012969,Africa,0.19012969,0.159066154,0.159066154,AfDB (African Dev. Bank),AfDB,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Banking & Financial Services,Building Productive Capacity,,2013
22.79394,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,22.79394,Africa,22.79394,3.82582,3.82582,AfDF (African Dev.Fund),AfDB,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Banking & Financial Services,Building Productive Capacity,,2013
,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,,Africa,,2.540447906,2.540447906,IDA,World Bank,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Banking & Financial Services,Building Productive Capacity,,2013
23.85766,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,23.85766,Africa,23.85766,14.09753,14.09753,AfDF (African Dev.Fund),AfDB,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Agriculture,Building Productive Capacity,,2013
,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,,Africa,,0.06128985,0.06128985,IDA,World Bank,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Agriculture,Building Productive Capacity,,2013
,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,,Africa,,1.78053,1.78053,AfDF (African Dev.Fund),AfDB,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Fishing,Building Productive Capacity,,2013
,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,,Africa,,0.080949577,0.080949577,AfDB (African Dev. Bank),AfDB,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Industry,Building Productive Capacity,,2013
0,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.037081784,0.037081784,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Banking & Financial Services,Building Productive Capacity,,2013
,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,,Africa,,3.0316799,3.0316799,IDA,World Bank,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Banking & Financial Services,Building Productive Capacity,,2013
26.983005842,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,26.983005842,Africa,26.983005842,1.967007435,1.967007435,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity,,2013
22.570366437,01_Public sector institution,UNREPORTED,Unallocated,1,Africa,Blue,Building Productive Capacity,22.570366437,Africa,22.570366437,0,0,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity,,2013
21.242697823,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,21.242697823,Africa,21.242697823,5.481585236,5.481585236,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Fishing,Building Productive Capacity,,2013
0,02_NGOs and civil society,INTERNATIONAL NGOs,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.711776421,0.711776421,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Agriculture,Building Productive Capacity,,2013
0,02_NGOs and civil society,INTERNATIONAL NGOs,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.650557621,0.650557621,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Forestry,Building Productive Capacity,,2013
0,02_NGOs and civil society,LOCAL/REGIONAL NGOs,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.604859267,0.604859267,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Forestry,Building Productive Capacity,,2013
0,02_NGOs and civil society,NATIONAL NGOs,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.323592671,0.323592671,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Mineral Resources and Mining,Building Productive Capacity,,2013
2.655337228,02_NGOs and civil society,INTERNATIONAL NGOs,Unallocated,1,Africa,Blue,Building Productive Capacity,2.655337228,Africa,2.655337228,0,0,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity,,2013
26.553372278,02_NGOs and civil society,LOCAL/REGIONAL NGOs,Unallocated,1,Africa,Blue,Building Productive Capacity,26.553372278,Africa,26.553372278,0,0,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity,,2013
0,02_NGOs and civil society,INTERNATIONAL NGOs,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.745857674,0.745857674,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Forestry,Building Productive Capacity,,2013
0,02_NGOs and civil society,LOCAL/REGIONAL NGOs,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.348898035,0.348898035,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Fishing,Building Productive Capacity,,2013
0,02_NGOs and civil society,INTERNATIONAL NGOs,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.365878917,0.365878917,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Mineral Resources and Mining,Building Productive Capacity,,2013
0,03_Public-private partnerships and networks,NETWORKS,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.422530536,0.422530536,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Fishing,Building Productive Capacity,,2013
0,04_Multilateral organisations,"UNITED NATIONS AGENCIES, FUNDS AND COMMISSIONS",Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.199150292,0.199150292,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Banking & Financial Services,Building Productive Capacity,,2013
0,04_Multilateral organisations,MULTILATERAL INSTITUTIONS,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,28.346003717,28.346003717,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Agriculture,Building Productive Capacity,,2013
14.845326606,04_Multilateral organisations,MULTILATERAL INSTITUTIONS,Unallocated,1,Africa,Blue,Building Productive Capacity,14.845326606,Africa,14.845326606,0,0,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Fishing,Building Productive Capacity,,2013
0.063275,04_Multilateral organisations,"UNITED NATIONS AGENCIES, FUNDS AND COMMISSIONS",Unallocated,1,Africa,Blue,Building Productive Capacity,0.063275,Africa,0.063275,0.063275,0.063275,UNDP,UNDP,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Mineral Resources and Mining,Building Productive Capacity,,2013
,04_Multilateral organisations,REGIONAL DEVELOPMENT BANKS,Unallocated,1,Africa,Blue,Building Productive Capacity,,Africa,,0.058,0.058,BADEA,BADEA,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Banking & Financial Services,Building Productive Capacity,,2013
0,04_Multilateral organisations,WORLD BANK GROUP,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.99575146,0.99575146,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Banking & Financial Services,Building Productive Capacity,,2013
26.553372278,04_Multilateral organisations,MULTILATERAL INSTITUTIONS,Unallocated,1,Africa,Blue,Building Productive Capacity,26.553372278,Africa,26.553372278,0.120326606,0.120326606,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity,,2013
74.349442379,04_Multilateral organisations,OTHER MULTILATERAL INSTITUTIONS,Unallocated,1,Africa,Blue,Building Productive Capacity,74.349442379,Africa,74.349442379,6.949734466,6.949734466,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity,,2013
26.553372278,04_Multilateral organisations,OTHER UN (Core Contributions Reportable in Part),Unallocated,1,Africa,Blue,Building Productive Capacity,26.553372278,Africa,26.553372278,3.155138078,3.155138078,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity,,2013
0,04_Multilateral organisations,"UNITED NATIONS AGENCIES, FUNDS AND COMMISSIONS",Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,4.590188529,4.590188529,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity,,2013
25.225703664,04_Multilateral organisations,WORLD BANK GROUP,Unallocated,1,Africa,Blue,Building Productive Capacity,25.225703664,Africa,25.225703664,6.63834307,6.63834307,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity,,2013
0,04_Multilateral organisations,OTHER MULTILATERAL INSTITUTIONS,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,1.696322358,1.696322358,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Forestry,Building Productive Capacity,,2013
0,04_Multilateral organisations,WORLD BANK GROUP,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,1.327668614,1.327668614,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Forestry,Building Productive Capacity,,2013
6.63834307,04_Multilateral organisations,OTHER MULTILATERAL INSTITUTIONS,Unallocated,1,Africa,Blue,Building Productive Capacity,6.63834307,Africa,6.63834307,0,0,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Fishing,Building Productive Capacity,,2013
0.197485297,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,0.197485297,Africa,0.197485297,,,AfDB (African Dev. Bank),AfDB,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Banking & Financial Services,Building Productive Capacity,,2013
0,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.383669676,0.383669676,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Banking & Financial Services,Building Productive Capacity,,2013
,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,,Africa,,0.00948669,0.00948669,AfDB (African Dev. Bank),AfDB,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Industry,Building Productive Capacity,,2013
0,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,16.776925119,16.776925119,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Industry,Building Productive Capacity,,2013
0,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.600464684,0.600464684,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"North of Sahara, regional",Africa,02_Regional,North of Sahara,Industry,Building Productive Capacity,,2013
0,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,1.321760489,1.321760489,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Banking & Financial Services,Building Productive Capacity,,2013
0,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,8.417193309,8.417193309,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity,,2013
0,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.428305895,0.428305895,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Fishing,Building Productive Capacity,,2013
0,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,3.584705258,3.584705258,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Industry,Building Productive Capacity,,2013
0,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.138847584,0.138847584,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Mineral Resources and Mining,Building Productive Capacity,,2013
,06_Unreported,UNREPORTED,Unallocated,1,Africa,Blue,Building Productive Capacity,,Africa,,1.89115755,1.89115755,GEF,GEF,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Agriculture,Building Productive Capacity,,2013
0.435,06_Unreported,UNREPORTED,Unallocated,1,Africa,Blue,Building Productive Capacity,0.435,Africa,0.435,0.307,0.307,BADEA,BADEA,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Business And Other Services,Building Productive Capacity,,2013
0.4,06_Unreported,UNREPORTED,Unallocated,1,Africa,Blue,Building Productive Capacity,0.4,Africa,0.4,0.12,0.12,BADEA,BADEA,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Banking & Financial Services,Building Productive Capacity,,2013
1.005,06_Unreported,UNREPORTED,Unallocated,1,Africa,Blue,Building Productive Capacity,1.005,Africa,1.005,0.448,0.448,BADEA,BADEA,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity,,2013
0.1,06_Unreported,UNREPORTED,Unallocated,1,Africa,Blue,Building Productive Capacity,0.1,Africa,0.1,0.06,0.06,OFID,OFID,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity,,2013
0.5,06_Unreported,UNREPORTED,Unallocated,1,Africa,Blue,Building Productive Capacity,0.5,Africa,0.5,,,OFID,OFID,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Industry,Building Productive Capacity,,2013
,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,,Africa,,0.56506073,0.56506073,IDA,World Bank,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,04_Multilateral organisations,"UNITED NATIONS AGENCIES, FUNDS AND COMMISSIONS",Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,1.957249071,1.957249071,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"North of Sahara, regional",Africa,02_Regional,North of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
26.553372278,04_Multilateral organisations,OTHER MULTILATERAL INSTITUTIONS,Unallocated,1,Africa,Blue,Building Productive Capacity,26.553372278,Africa,26.553372278,0,0,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,6.658297929,6.658297929,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Fishing,Building Productive Capacity with TD,Principal objective,2013
0,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.401872013,0.401872013,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Business And Other Services,Building Productive Capacity with TD,Principal objective,2013
0,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.765082315,0.765082315,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Fishing,Building Productive Capacity with TD,Principal objective,2013
0.6,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,0.6,Africa,0.6,0.351999992,0.351999992,IDA,World Bank,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Agriculture,Building Productive Capacity with TD,Significant objective,2013
,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,,Africa,,0.177591,0.177591,IDA,World Bank,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Fishing,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,2.478451938,2.478451938,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,Donor Government,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.091755178,0.091755178,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Fishing,Building Productive Capacity with TD,Significant objective,2013
0,01_Public sector institution,Recipient Government,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,2.183510356,2.183510356,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Fishing,Building Productive Capacity with TD,Significant objective,2013
0,02_NGOs and civil society,LOCAL/REGIONAL NGOs,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,1.6952735,1.6952735,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,02_NGOs and civil society,LOCAL/REGIONAL NGOs,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.26787042,0.26787042,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Forestry,Building Productive Capacity with TD,Significant objective,2013
0,04_Multilateral organisations,OTHER MULTILATERAL INSTITUTIONS,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.69739777,0.69739777,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,04_Multilateral organisations,OTHER MULTILATERAL INSTITUTIONS,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,2.165347849,2.165347849,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Agriculture,Building Productive Capacity with TD,Significant objective,2013
0,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,0.069184811,0.069184811,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"Africa, regional",Africa,02_Regional,Africa Unspec,Fishing,Building Productive Capacity with TD,Significant objective,2013
0,05_Other,OTHER,Unallocated,1,Africa,Blue,Building Productive Capacity,0,Africa,0,1.164989379,1.164989379,EU Institutions,EU Institutions,03_Multilateral,Grants,Unallocated,"South of Sahara, regional",Africa,02_Regional,South of Sahara,Fishing,Building Productive Capacity with TD,Significant objective,2013
4.450345194,01_Public sector institution,Donor Government,Least developed countries,1,Africa,Blue,Economic Infrastructure,4.450345194,Africa,4.450345194,0.730217738,0.730217738,Austria,Austria,01_DAC countries,Grants,LDCs,Senegal,Bilateral,01_Bilateral,South of Sahara,Transport and Storage,Economic Infrastructure,,2013
0.195511152,01_Public sector institution,Donor Government,Least developed countries,1,Africa,Blue,Economic Infrastructure,0.195511152,Africa,0.195511152,16.02875081,16.02875081,Belgium,Belgium,01_DAC countries,Grants,LDCs,Democratic Republic of the Congo,Bilateral,01_Bilateral,South of Sahara,Transport and Storage,Economic Infrastructure,,2013
0.014604355,01_Public sector institution,Donor Government,Least developed countries,1,Africa,Blue,Economic Infrastructure,0.014604355,Africa,0.014604355,0.014604355,0.014604355,Belgium,Belgium,01_DAC countries,Grants,LDCs,Tanzania,Bilateral,01_Bilateral,South of Sahara,Transport and Storage,Economic Infrastructure,,2013
0.009148,01_Public sector institution,Donor Government,Least developed countries,1,Africa,Blue,Economic Infrastructure,0.009148,Africa,0.009148,0.009148,0.009148,Korea,Korea,01_DAC countries,Grants,LDCs,Central African Republic,Bilateral,01_Bilateral,South of Sahara,Transport and Storage,Economic Infrastructure,,2013
0.009673,01_Public sector institution,Donor Government,Least developed countries,1,Africa,Blue,Economic Infrastructure,0.009673,Africa,0.009673,0.009673,0.009673,Korea,Korea,01_DAC countries,Grants,LDCs,Chad,Bilateral,01_Bilateral,South of Sahara,Transport and Storage,Economic Infrastructure,,2013
